Speaker,Speech,Day,Primetime,Politician,Army

People ask me all the time — how does she do it? How does she keep going amid the sound and politics? Here is how: she never, ever forgets who she is fighting for.

She has worked to make it easier for foster kids to get adopted. For 9/11 first responders to get the health care they deserve. For women around the world to be safe, to be treated with dignity, and to have more opportunity. Fights like these, they are what keep my mother going. They grabbed her heart. Her conscience. And they never let go. That is to my mom. She's a listener, a doer. She is a woman driven by compassion, by faith, but a fierce sense of justice and a heart full of love.

Come this November, I'm voting for a woman as a role model and a mother. A woman who has spent her entire life fighting for families and children. I'm voting for the Progressive who will protect our planet from climate change, who will reform our criminal justice system, who knows that women's rights are human rights, and who knows that LGBT rights are human rights. Here at home, and around the world, I'm voting for a fighter who never ever gives up and who believes we can always do better when we come together and work together.

I hope that my children will someday be as proud of me as I am of my mom. I am so grateful to be her daughter. I'm so grateful that she is Charlotte and Aidan's grandmother. She makes me proud every single day. And mom, grandma would be so proud of you tonight.

To everyone watching here at home, I know with all my heart that my mother will make us proud as our next president.",,,,

Dave Wils,"Like generations of Americans, I've always dreamed about making that proud walk across a graduation stage to get my college degree.
In 2005, that dream came true at Grand Valley State University, which prepared me to do what I love – teach back home at North Carolina.
Then came the bill -- $40,000 in student debt and all the anxiety and struggle that comes with it.
Now, teaching offers so many rewards. A big salary isn't one of them.
The $300 check I write every month represents savings I can't put away, car repairs I can't make, medical costs I have to put off.
 
And with my wife, Amanda, in school after taking time off to help care for her sick mother, another $30,000 bill is on the way.
Life feels like we're running on a treadmill. No matter how hard we try, we can't get ahead.
And I'm not alone. 
Student debt has more than doubled in the last decade and now exceeds $1.2 trillion.
None of us are looking for guaranteed success – just a fair chance at it. 
And that's why I'm so proud to support Hillary Clinton for president of the United States.
She's going to make college debt-free for all and she's going to help millions of people like me, with existing debt, save thousands of dollars.
Now, I don't know her. But, it feels like she knows me.
Hillary Clinton has our backs. Let's have hers in November.
Thank you very much!",,,,

Dolores Huerta,"Hola! Hola! 
Donald Trump: Basta! Abajo! Abajo!
Like Hillary Clinton, I have spent my life fighting for human rights — for women, for workers, for immigrants, for every person that does not have a voice. 
And with Donald Trump on the ballot, hey, we cannot be quiet.
He insults Latinos like we're second-class citizens — like we're newcomers to this country. 
Hey, I've got news for Donald Trump. Okay? Because we have been here all along. 
We helped build this country and we're still continuing to build this country.
My great-grandfather, Marshall St. John, he was in the Civil War on the Union side. 
My father, Juan Fernández, was a farm worker, an accountant, an assemblyman, and a U.S. veteran like César Chávez. 
And my son continues that tradition because he is running for the U.S. Congress from Bakersfield, California. 
Now, listen to this, 800,000 Latinos turn 18 every year and their contributions to Social Security and Medicare -- they are going to ensure that our seniors have that safety net. 
So, we're not a footnote in the American story. We are actually helping write this history! Okay?
And we're going to take our Latino power and we're going to use it this November. Because our votes will increase paychecks. Our votes will get immigration reform. Our votes will secure reproductive rights for women.
But we have to be active Democrats because every Democrat needs to be an activist. 
We have to use every single minute to have it be an organizing moment. 
We have to use every single moment to make sure to get the voters ready so they can vote, so we can educate them, so we can knock on the doors. 
And hey, we've got to make sure everybody get involved in this election.  
Please remind everybody -- election day is the most important day of our life. Remember this. 
I've known and worked with Hillary for 25 years, and I have worked with her. And this is why I trust her. 
During my lifetime, Hillary and the Democratic Party, they have always stood with us, the Latino community.
With an experienced and visionary leader like Hillary, see, we've got to put her in the driver's seat. And with her co-pilot, Tim Kaine, you know what? They will drive us on that journey for justice and equality.
But, you know, she can't do it alone. 
We have got to be the energy. We have got to be the wheels. And she can't go forward without us.
And Donald Trump, you need to get out of the way. And if he doesn't, we need to take him out of the way.
So we will show Donald Trump and his Republican friends who's got the power.
I'm going to ask you: Who's got the power?
What kind of power?
Okay, so let's use that voting power in November. 
Can we do it? Sí Se Puede.
Thank you very much!",,,,

Doug Elmets,"It's an honor to be here. Candidly, it's also a shock. Not because of the momentous nature of this event, or the size of the crowd.
It's a shock because, unlike many of you, I'm a Republican.
Forty years ago, I cast my first vote for president, voting Republican that day like I would do time and again.
I haven't just voted Republican. I worked in President Reagan's White House.
I recently led an effort to place a statue of Ronald Reagan in California's Capitol.
I'm here tonight to say: I knew Ronald Reagan; I worked for Ronald Reagan. Donald Trump, you are no Ronald Reagan.
President Reagan famously said, ''Tear down this wall.'' Trump says, ''Build the wall,'' because that will ''Make America Great Again.''
Reagan saw nuance. Trump sees the world as us versus them, where somebody with brown skin or a foreign-sounding name is likely to blame for our troubles.
Reagan knew that a leader needs diplomacy to steer a safe, prosperous course forward. Trump is a petulant, dangerously unbalanced reality star who will coddle tyrants and alienate allies.
I shudder to think where he might lead our great nation. Fortunately, I don't believe he'll get that chance.
While Hillary holds many policy positions that differ from my own, her qualifications are indisputable.
Hillary knows that our strength as a nation lies in uniting, not dividing.
This year's Republican platform is the most alarming I've ever seen. It's laced with anti-immigrant, anti-gay, anti-women positions that do not represent the views of most Americans.
That is why this year, I will vote for a Democrat for the first time.
To my fellow Republicans: If you believe like I do, you believe loyalty to our country is more important than loyalty to party, if you want a president with good judgment, a steady hand, and a temperament to represent our nation to the world and our children, I ask you join me in voting for Hillary Clinton as president of the United States.
Thank you.",,,,

Emanuel Cleaver,"Thank you. Thank you. 
Let me begin by issuing a heartfelt invitation to our Republican friends: If your party is no longer becoming to you, then you should be coming to us. 
I've known Hillary Clinton for 25 years. And let me tell you, she's never let me down. And she won't let you down either.
In spite of what you heard last week, it is not midnight in America. 
Midnights can be cold and crippling. And President Obama did not leave us in the cold and we're certainly not crippling. 
In reality, the sun has barely risen over the vastness of these United States. It is dawn in America and we are in the process of becoming. 
Yes, if you want to say what the Bible says, we are not yet what we shall become.
At a time when the citizens of this amazing country are jittery over a multitude of fears and heartaches, we need a leader who will become a trafficker in optimism and a peace peddler. Hillary will build a future we can all be part of and proud of.
There's an old story about Andrew Jackson. 
As a child, he looked like anything but a future general or president. 
In fact, one of his boyhood friends said that Jim Brown who lived in the same area, could throw Andrew to the ground three times out of four in wrestling matches. 
Years later, a writer asked, ''Why was there four matches? Jim should have won since in wrestling, if a person is thrown three times, it's all over. They lose. So what happened?'' 
The friend said, ”Well, Jim would throw ole Andy but he'd get right up because Andy just wouldn't stay throwed – he wouldn't stay throwed!''
Now, the first person in history who wouldn't stay throwed was a little baby born in Bethlehem of Judea. And that baby grew up, created a tumult. They put him in a grave and three days later, the world knew he wouldn't stay throwed. 
Now, here's a warning to those who might be tempted to spend the next four years trying to knock Hillary Clinton down: You'd better get ready for a woman who won't stay throwed.
They threw her down as the First Lady, but she wouldn't stay throwed.
They threw her down as a U.S. Senator, but she wouldn't stay throwed.
They threw her down as a Secretary of State, but she wouldn't stay throwed.
They threw her down in this very campaign -- this campaign -- but she won't stay throwed.
No, she won't stay throwed. No, she won't stay throwed. She won't stay throwed. 
You better listen to me. I say she won't stay throwed.",,,,

Eric Garcetti,"Good evening. It's great to be here from Los Angeles.
Los Angeles is a city with such a huge, thriving Latino population that we expect Donald Trump to build a wall around us.
I'm a proud American and as I  traveled around this country, from the Midwest, where my wife was from, to the South, where I became a Navy officer, to towns across the Southwest I visited during this campaign, I heard Americans anxious about their future. 
And after last week's convention in Cleveland, I can understand why.
There, instead of ideas, it was insults. Instead of policy, it was polarization. Instead of hope, it was hatred.
As a mayor, I'm here to tell you: America's cities don't have time for theatrics. America's cities have urgent problems to solve. 
That's why local leaders across America support Hillary Clinton, and that's why we understands that she will help us do the work -- the urgent work -- of America. 
In Los Angeles, we've looked at America's crumbling infrastructure and we are fixing it – putting more than 500,000 people and $50 billion to work rebuilding and repairing our roads and building our port, airport, and our infrastructure.
In Los Angeles, we saw too many Americans living in poverty, so we became the biggest city in America to raise the minimum wage to $15 an hour, inspiring other cities and states to follow.
In Los Angeles, we saw too many lives lost to gun violence, so we banned high-capacity magazines and we are taking illegal guns off our streets.
In Los Angeles, we saw too many high school dropouts, too many graduates in debt, so we are making community college free.
We didn't do any of this by finding a common enemy. We found a common purpose. 
America doesn't need a political pyromaniac for president.
Donald Trump has no vision for our country and no genuine answer to our challenges. 
His voice is loud, his language is coarse, and his politics has a darkness that would not only stop, but reverse the march of progress toward the greater, more prosperous, more equal America we can and we must become.
Elect Donald Trump and get empty promises and no plan for our country.
Elect Hillary Clinton and get the biggest investment in infrastructure since World War II. 
Elect Hillary Clinton and raise the minimum wage across our country.
Elect Hillary Clinton and reduce gun violence on our streets.
Elect Hillary Clinton and make debt-free college available to everybody. 
We've done it in L.A. We've done it as Democrats local leaders across America's cities. Now let's do it for our entire country. 
You see, that's Hillary Clinton's vision — a united America working together. 
And it's that vision that makes it possible for me to be here with you tonight.
I'm just your average Mexican-American Jewish Italian. 
But my ancestors, faced with war and persecution, crossed oceans and rivers to come to this improbable, miraculous democracy.
My grandfather, Salvador, as a baby was carried over the border in his mother's arms, during the Mexican revolution. 
My other grandfather, Harry, was the son of Russian Jews fleeing persecution. They and their wives, Juanita and Julia, a meatpacker and a public school teacher, made lives here.
And after Pearl Harbor, one of my grandfathers answered his nation's call and manufactured uniforms for GIs.
The other put that uniform on, fought for the only country he knew, crossed an ocean not knowing if he'd come home and he earned his citizenship as a result.
Well, today, their grandson is the mayor of the largest city in the largest state in this union, humbled to be standing before you tonight.
America works best when every strand is woven into our national fabric. Some of us make the uniforms. Some of us wear the uniforms. But each of us has a role.
And that is the great work that lies ahead -- to build a nation that is stronger than the one we inherited. 
When we mock immigrants and the disabled, when we mock Indians and women, we mock our own history. 
This in a nation where Navajo code talkers, and mothers on assembly lines, and Japanese-American GIs whose families were in internment camps, won a war led by a president who couldn't walk. That is our America and that is the great work that Hillary Clinton will lead us in as the next president of the United States. 
[Spanish audio]
We are stronger together. 
Thank you!",,,,

Florent Groberg,"Good evening. 
I'm here tonight not as a Democrat or a Republican.
I'm here as a proud immigrant to this country, a proud veteran of the United States Army, and the proud recipient of our country's highest military honor.
Soldiers spend years training for one moment. 
We don't know when it will come. We don't know what it will require. But we know that when it arrives, we will be ready.
My moment came four years ago in Afghanistan.
A suicide bomber approached my men. I grabbed him by the vest. I threw him as far as I could – because that's exactly what I was trained to do.
The vest exploded. It took a part of my leg with it.
I was a runner in college. But the run to that vest was the last run of my life.
America lost four heroes that day: Army Command Sgt. Air Force Maj. Kevin Griffin, Army Maj. Walter David Gray, Maj. Thomas Kennedy, and USAID Foreign Service Officer Ragaei Abdelfattah.
I remind you, in their memory, that your military protects you with their lives. 
And that our president should protect us in return.
Hillary Clinton has been training for this moment for decades.
In the Senate, she worked across the aisle to support wounded warriors and our families.
As president, she'll reform the VA – not privatize it. She'll help heal the invisible wounds that lead to suicide. 
And as commander-in-chief, she will defeat ISIS.
When Hillary's moment comes, she will be ready. Ready to serve. Ready to lead. And ready to defend those who defend you.
Thank you. Go Army!",,,,

Henrietta Aivey,"My name is Henrietta Ivey. I'm a Detroit home care worker. I'm a mother of four and a proud mother of seven grandchildren. 
I am blessed to do work I believe in -- keeping families in their homes and caring for people in need. 
But even as I work my fingers to the bone, I don't always feel the support I need from the leaders I'm supposed to trust. 
I work two jobs at minimum wage and can barely make ends meet.
I remember looking at my babies' faces when they were little and fighting back tears. Because I always taught them to dream big, but I didn't always know if I would be able to live these dreams.
When I first met Hillary Clinton, we connected right away as mothers and as people who have led lives of service. 
Because I know she will fight to raise the minimum wage. 
In Michigan, we are fighting for 15! A $15 minimum wage and a union! Because no working American family should have to be forced to live in poverty!
I stand with Hillary Clinton because I see myself in her, and I believe she sees herself in me. 
I believe her steady hand in the Oval Office will help people like me breathe easier and achieve more. 
That makes this election bigger than politics. For me and all home care workers across the nation and my family, this is personal. 
I know Hillary Clinton has our backs and we will have hers. 
Thank you. Go out and vote Nov. 8th. 
And God bless you all.",,,,

Hillary Clinton,"Thank you! Thank you for that amazing welcome. 

Thank you all for the great convention that we've had.

And Chelsea, thank you. I'm so proud to be your mother and so proud of the woman you've become. Thanks for bringing Marc into our family, and Charlotte and Aidan into the world. 

And Bill, that conversation we started in the law library 45 years ago is still going strong. It's lasted through good times that filled us with joy, and hard times that tested us. 

And I've even gotten a few words in along the way.

On Tuesday night, I was so happy to see that my Explainer-in-Chief is still on the job. I'm also grateful to the rest of my family and the friends of a lifetime. To all of you whose hard work brought us here tonight. And to those of you who joined our campaign this week.  And what a remarkable week it's been.  

Hillary Clinton accepts the Democratic nomination for president on climactic final night of convention »

We heard the man from Hope, Bill Clinton. And the man of Hope, Barack Obama. America is stronger because of President Obama's leadership, and I'm better because of his friendship.  

We heard from our terrific vice president, the one-and-only Joe Biden. He spoke from his big heart about our party's commitment to working people, as only he can do.

First Lady Michelle Obama reminded us that our children are watching, and the president we elect is going to be their president, too. 

And for those of you out there who are just getting to know Tim Kaine – you're soon going to understand why the people of Virginia keep promoting him: from city council and mayor, to Governor, and now Senator.  He'll make the whole country proud as our Vice President.  

And I want to thank Bernie Sanders. Bernie, your campaign inspired millions of Americans, particularly the young people who threw their hearts and souls into our primary.  You've put economic and social justice issues front and center, where they belong. 

 And to all of your supporters here and around the country:  I want you to know, I've heard you.  Your cause is our cause. Our country needs your ideas, energy, and passion.  That's the only way we can turn our progressive platform into real change for America.  We wrote it together – now let's go out there and make it happen together.

My friends, we've come to Philadelphia – the birthplace of our nation – because what happened in this city 240 years ago still has something to teach us today. 

We all know the story. But we usually focus on how it turned out - and not enough on how close that story came to never being written at all.  

When representatives from 13 unruly colonies met just down the road from here, some wanted to stick with the King. Some wanted to stick it to the king, and go their own way. The revolution hung in the balance. Then somehow they began listening to each other .  compromising .  finding common purpose.   

And by the time they left Philadelphia, they had begun to see themselves as one nation.

That's what made it possible to stand up to a King. That took courage. They had courage. Our Founders embraced the enduring truth that we are stronger together.  

America is once again at a moment of reckoning. Powerful forces are threatening to pull us apart. Bonds of trust and respect are fraying. 

And just as with our founders, there are no guarantees. It truly is up to us.  We have to decide whether we all will work together so we all can rise together.

Our country's motto is e pluribus unum: out of many, we are one.  Will we stay true to that motto?  

Well, we heard Donald Trump's answer last week at his convention.  He wants to divide us - from the rest of the world, and from each other. 

He's betting that the perils of today's world will blind us to its unlimited promise. He's taken the Republican Party a long way --  from ''Morning in America'' to  ''Midnight in America.'' He wants us to fear the future and fear each other.  

Well, a great Democratic President, Franklin Delano Roosevelt, came up with the perfect rebuke to Trump more than eighty years ago, during a much more perilous time.  ''The only thing we have to fear is fear itself.'' 

Now we are clear-eyed about what our country is up against. But we are not afraid. We will rise to the challenge, just as we always have. We will not build a wall. Instead, we will build an economy where everyone who wants a good paying job can get one.

And we'll build a path to citizenship for millions of immigrants who are already contributing to our economy! 

We will not ban a religion. We will work with all Americans and our allies to fight and defeat terrorism. 

Yet we know there is a lot to do. 

Too many people haven't had a pay raise since the crash. 

There's too much inequality. Too little social mobility. Too much paralysis in Washington. Too many threats at home and abroad. 

But just look at the strengths we bring as Americans to meet these challenges. We have the most dynamic and diverse people in the world. We have the most tolerant and generous young people we've ever had. We have the most powerful military. The most innovative entrepreneurs. The most enduring values.

Freedom and equality, justice and opportunity. We should be so proud that these words are associated with us.  I have to tell you, as your Secretary of State, I went to 112 countries, and when people hear those words – they hear America.

So don't let anyone tell you that our country is weak. We're not. Don't let anyone tell you we don't have what it takes. We do. 

And most of all, don't believe anyone who says: ''I alone can fix it.''  

Those were actually Donald Trump's words in Cleveland. And they should set off alarm bells for all of us.  

Really? I alone can fix it? Isn't he forgetting? Troops on the front lines.

Police officers and fire fighters who run toward danger. Doctors and nurses who care for us. Teachers who change lives. 

Entrepreneurs who see possibilities in every problem.  Mothers who lost children to violence and are building a movement to keep other kids safe.

He's forgetting every last one of us.  Americans don't say: ''I alone can fix it.'' We say: ''We'll fix it together.'' 

Remember: Our Founders fought a revolution and wrote a Constitution so America would never be a nation where one person had all the power. Two hundred and forty years later, we still put our faith in each other.    

Look at what happened in Dallas after the assassinations of five brave police officers. Chief David Brown asked the community to support his force, maybe even join them. 

And you know how the community responded? Nearly 500 people applied in just 12 days. That's how Americans answer when the call for help goes out.  

20 years ago I wrote a book called ''It Takes a Village.''  A lot of people looked at the title and asked, what the heck do you mean by that?   

This is what I mean. None of us can raise a family, build a business, heal a community or lift a country totally alone.     

America needs every one of us to lend our energy, our talents, our ambition to making our nation better and stronger. I believe that with all my heart. 

That's why ''Stronger Together'' is not just a lesson from our history. It's not just a slogan for our campaign.

It's a guiding principle for the country we've always been and the future we're going to build.  

A country where the economy works for everyone, not just those at the top. Where you can get a good job and send your kids to a good school, no matter what zip code you live in. 

A country where all our children can dream, and those dreams are within reach. Where families are strong.  communities are safe.   And yes, love trumps hate. 

That's the country we're fighting for. That's the future we're working toward.   And so it is with humility, determination, and boundless confidence in America's promise.  that I accept your nomination for President of the United States!


Now, sometimes the people at this podium are new to the national stage.

As you know, I'm not one of those people. I've been your First Lady. Served 8 years as a Senator from the great State of New York.

Then I represented all of you as Secretary of State.

But my job titles only tell you what I've done. They don't tell you why.

The truth is, through all these years of public service, the ''service'' part has always come easier to me than the ''public'' part.

I get it that some people just don't know what to make of me. So let me tell you.

The family I'm from,  well, no one had their name on big buildings. My family were builders of a different kind. Builders in the way most American families are.

They used whatever tools they had – whatever God gave them – and whatever life in America provided – and built better lives and better futures for their kids.

My grandfather worked in the same Scranton lace mill for 50 years. Because he believed that if he gave everything he had, his children would have a better life than he did. And he was right.

Watch President Obama's DNC speech »

My dad, Hugh, made it to college. He played football at Penn State and enlisted in the Navy after Pearl Harbor.  

When the war was over he started his own small business, printing fabric for draperies.  I remember watching him stand for hours over silk screens.   

He wanted to give my brothers and me opportunities he never had.  And he did.

My mother, Dorothy, was abandoned by her parents as a young girl.  She ended up on her own at 14, working as a house maid.  She was saved by the kindness of others.  

Her first grade teacher saw she had nothing to eat at lunch, and brought extra food to share.  The lesson she passed on to me years later stuck with me:  No one gets through life alone.  We have to look out for each other and lift each other up.  

She made sure I learned the words of our Methodist faith: ''Do all the good you can, for all the people you can, in all the ways you can, as long as ever you can.'' 

I went to work for the Children's Defense Fund, going door-to-door in New Bedford, Massachusetts on behalf of children with disabilities who were denied the chance to go to school. 

I remember meeting a young girl in a wheelchair on the small back porch of her house. She told me how badly she wanted to go to school – it just didn't seem possible. And I couldn't stop thinking of my mother and what she went through as a child.  

It became clear to me that simply caring is not enough. To drive real progress, you have to change both hearts and laws. You need both understanding and action. 

So we gathered facts. We built a coalition. And our work helped convince Congress to ensure access to education for all students with disabilities.   

It's a big idea, isn't it?  Every kid with a disability has the right to go to school.   

But how do you make an idea like that real?  You do it step-by-step, year-by-year.  sometimes even door-by-door.   

And my heart just swelled when I saw Anastasia Somoza on this stage, representing millions of young people who – because of those changes to our laws – are able to get an education.

It's true -- I sweat the details of policy – whether we're talking about the exact level of lead in the drinking water in Flint, Michigan, the number of mental health facilities in Iowa, or the cost of your prescription drugs.   

Because it's not just a detail if it's your kid - if it's your family. It's a big deal.  And it should be a big deal to your president.   

Over the last three days, you've seen some of the people who've inspired me. People who let me into their lives, and became a part of mine.    

People like Ryan Moore and Lauren Manning. They told their stories Tuesday night.  

I first met Ryan as a 7-year-old. He was wearing a full body brace that must have weighed forty pounds because I leaned over to lift him up.  

Children like Ryan kept me going when our plan for universal health care failed. and kept me working with leaders of both parties to help create the Children's Health Insurance Program that covers 8 million kids every year.   

Lauren Manning, who stood here with such grace and power, was gravely injured on 9/11. It was the thought of her, and Debbie St. John, and John Dolan and Joe Sweeney, and all the victims and survivors, that kept me working as hard as I could in the Senate on behalf of 9/11 families, and our first responders who got sick from their time at Ground Zero. 

I was still thinking of Lauren, Debbie and all the others ten years later in the White House Situation Room when President Obama made the courageous decision that finally brought Osama bin Laden to justice.  

In this campaign, I've met so many people who motivate me to keep fighting for change. And, with your help, I will carry all of your voices and stories with me to the White House.  

And you heard, you heard from Republicans and Independents who are supporting our campaign. I will be a President for Democrats, Republicans, and Independents. For the struggling, the striving and the successful. For those who vote for me and those who don't. For all Americans. Together.

Tonight, we've reached a milestone in our nation's march toward a more perfect union:  the first time that a major party has nominated a woman for President.   

Standing here as my mother's daughter, and my daughter's mother, I'm so happy this day has come. Happy for grandmothers and little girls and everyone in between.   

Happy for boys and men, too – because when any barrier falls in America, for anyone, it clears the way for everyone.  When there are no ceilings, the sky's the limit.  So let's keep going, until every one of the 161 million women and girls across America has the opportunity she deserves. 

Because even more important than the history we make tonight, is the history we will write together in the years ahead. Let's begin with what we're going to do to help working people in our country get ahead and stay ahead. 

Now, I don't think President Obama and Vice President Biden get the credit they deserve for saving us from the worst economic crisis of our lifetimes.   

Our economy is so much stronger than when they took office.  Nearly 15 million new private-sector jobs. Twenty million more Americans with health insurance. And an auto industry that just had its best year ever. That's real progress.

But none of us can be satisfied with the status quo. Not by a long shot.

We're still facing deep-seated problems that developed long before the recession and have stayed with us through the recovery.

I've gone around our country talking to working families. And I've heard from so many of you who feel like the economy just isn't working.

Some of you are frustrated – even furious. And you know what??? You're right. It's not yet working the way it should.

Americans are willing to work – and work hard. But right now, an awful lot of people feel there is less and less respect for the work they do. And less respect for them, period.

Democrats are the party of working people. But we haven't done a good enough job showing that we get what you're going through, and that we're going to do something about it.

So I want to tell you tonight how we will empower Americans to live better lives.

My primary mission as President will be to create more opportunity and more good jobs with rising wages right here in the United States -- From my first day in office to my last! Especially in places that for too long have been left out and left behind.

From our inner cities to our small towns, from Indian Country to Coal Country. From communities ravaged by addiction to regions hollowed out by plant closures.

And here's what I believe. I believe America thrives when the middle class thrives. I believe that our economy isn't working the way it should because our democracy isn't working the way it should.

That's why we need to appoint Supreme Court justices who will get money out of politics and expand voting rights, not restrict them. And if necessary we'll pass a constitutional amendment to overturn Citizens United!

I believe American corporations that have gotten so much from our country should be just as patriotic in return. Many of them are. But too many aren't. It's wrong to take tax breaks with one hand and give out pink slips with the other.

And I believe Wall Street can never, ever be allowed to wreck Main Street again. I believe in science. I believe that climate change is real and that we can save our planet while creating millions of good-paying clean energy jobs.

I believe that when we have millions of hardworking immigrants contributing to our economy, it would be self-defeating and inhumane to try to kick them out. Comprehensive immigration reform will grow our economy and keep families together - and it's the right thing to do.

Whatever party you belong to, or if you belong to no party at all, if you share these beliefs, this is your campaign.  

If you believe that companies should share profits, not pad executive bonuses, join us.  If you believe the minimum wage should be a living wage.  and no one working full time should have to raise their children in poverty.  join us.

If you believe that every man, woman, and child in America has the right to affordable health care. join us. If you believe that we should say ''no'' to unfair trade deals -- that we should stand up to China -- that we should support our steelworkers and autoworkers and homegrown manufacturers. join us.  

If you believe we should expand Social Security and protect a woman's right to make her own health care decisions.  join us.  

And yes, if you believe that your working mother, wife, sister, or daughter deserves equal pay.  join us --  Let's make sure this economy works for everyone, not just those at the top.

Now, you didn't hear any of this from Donald Trump at his convention.   He spoke for 70-odd minutes – and I do mean odd.  And he offered zero solutions.

But we already know he doesn't believe these things.  No wonder he doesn't like talking about his plans. You might have noticed, I love talking about mine.

In my first 100 days, we will work with both parties to pass the biggest investment in new, good-paying jobs since World War II.  Jobs in manufacturing, clean energy, technology and innovation, small business, and infrastructure.

If we invest in infrastructure now, we'll not only create jobs today, but lay the foundation for the jobs of the future. And we will transform the way we prepare our young people for those jobs.

Bernie Sanders and I will work together to make college tuition-free for the middle class and debt-free for all!   We will also liberate millions of people who already have student debt.

It's just not right that Donald Trump can ignore his debts, but students and families can't refinance theirs. 

And here's something we don't say often enough: College is crucial, but a four-year degree should not be the only path to a good job. 

We're going to help more people learn a skill or practice a trade and make a good living doing it.  We're going to give small businesses a boost.  Make it easier to get credit. Way too many dreams die in the parking lots of banks.

In America, if you can dream it, you should be able to build it.  We're going to help you balance family and work.  And you know what, if fighting for affordable child care and paid family leave is playing the ''woman card,'' then Deal Me In!

Now, here's the thing, we're not only going to make all these investments, we're going to pay for every single one of them. And here's how: Wall Street, corporations, and the super-rich are going to start paying their fair share of taxes.

Not because we resent success. Because when more than 90% of the gains have gone to the top 1%, that's where the money is. And we are going to follow the money. And if companies take tax breaks and then ship jobs overseas, we'll make them pay us back. And we'll put that money to work where it belongs .  creating jobs here at home!

Now I know some of you are sitting at home thinking, well that all sounds pretty good. But how are you going to get it done?  How are you going to break through the gridlock in Washington?

Look at my record.  I've worked across the aisle to pass laws and treaties and to launch new programs that help millions of people.  And if you give me the chance, that's what I'll do as President.

But Trump, he's a businessman.  He must know something about the economy. 

Well, let's take a closer look.  In Atlantic City, 60 miles from here, you'll find contractors and small businesses who lost everything because Donald Trump refused to pay his bills. Now remember what the President said last night -- don't boo, vote.

People who did the work and needed the money, and didn't get it – not because he couldn't pay them, but because he wouldn't pay them. He just stiffed them. That sales pitch he's making to be your president? Put your faith in him – and you'll win big?  That's the same sales pitch he made to all those small businesses.

Then Trump walked away, and left working people holding the bag.

He also talks a big game about putting America First. Please explain to me what part of America First leads him to make Trump ties in China, not Colorado. Trump suits in Mexico, not Michigan. Trump furniture in Turkey, not Ohio. Trump picture frames in India, not Wisconsin.

Donald Trump says he wants to make America great again – well, he could start by actually making things in America again.

The choice we face is just as stark when it comes to our national security. Anyone reading the news can see the threats and turbulence we face.

From Baghdad and Kabul, to Nice and Paris and Brussels, to San Bernardino and Orlando, we're dealing with determined enemies that must be defeated. No wonder people are anxious and looking for reassurance. Looking for steady leadership. You want a leader who understands we are stronger when we work with our allies around the world and care for our veterans here at home. Keeping our nation safe and honoring the people who do it will be my highest priority.

I'm proud that we put a lid on Iran's nuclear program without firing a single shot – now we have to enforce it, and keep supporting Israel's security.

I'm proud that we shaped a global climate agreement – now we have to hold every country accountable to their commitments, including ourselves.

I'm proud to stand by our allies in NATO against any threat they face, including from Russia.

I've laid out my strategy for defeating ISIS. We will strike their sanctuaries from the air, and support local forces taking them out on the ground. We will surge our intelligence so that we detect and prevent attacks before they happen. We will disrupt their efforts online to reach and radicalize young people in our country. It won't be easy or quick, but make no mistake – we will prevail.    

Now Donald Trump says, and this is a quote, ''I know more about ISIS than the generals do. .''

No, Donald, you don't. He thinks that he knows more than our military because he claimed our armed forces are ''a disaster.''

Well, I've had the privilege to work closely with our troops and our veterans for many years, including as a Senator on the Armed Services Committee. I know how wrong he is.

Our military is a national treasure. We entrust our commander-in-chief to make the hardest decisions our nation faces. Decisions about war and peace. Life and death.

A president should respect the men and women who risk their lives to serve our country – including Captain Khan and the sons of Tim Kaine and Mike Pence, both Marines.

Ask yourself:  Does Donald Trump have the temperament to be Commander-in-Chief?  Donald Trump can't even handle the rough-and-tumble of a presidential campaign.  He loses his cool at the slightest provocation.  When he's gotten a tough question from a reporter.  When he's challenged in a debate.  When he sees a protestor at a rally.  Imagine him in the Oval Office facing a real crisis. A man you can bait with a tweet is not a man we can trust with nuclear weapons. 

I can't put it any better than Jackie Kennedy did after the Cuban Missile Crisis. She said that what worried President Kennedy during that very dangerous time was that a war might be started – not by big men with self-control and restraint, but by little men – the ones moved by fear and pride.

America's strength doesn't come from lashing out. Strength relies on smarts, judgment, cool resolve, and the precise and strategic application of power. That's the kind of Commander-in-Chief I pledge to be.  

And if we're serious about keeping our country safe, we also can't afford to have a President who's in the pocket of the gun lobby.  I'm not here to repeal the 2nd Amendment. I'm not here to take away your guns. I just don't want you to be shot by someone who shouldn't have a gun in the first place. 

We should be working with responsible gun owners to pass common-sense reforms and keep guns out of the hands of criminals, terrorists and all others who would do us harm.    

For decades, people have said this issue was too hard to solve and the politics were too hot to touch. But I ask you: how can we just stand by and do nothing? You heard, you saw, family members of people killed by gun violence. You heard, you saw, family members of police officers killed in the line of duty because they were outgunned by criminals. I refuse to believe we can't find common ground here. 

