Speaker,Speech,Day,Primetime,Politician,Army

For me, it's the essence of who we are as human beings. It's the barometer by which we will be measured for our time here on Earth.

As Martin Luther King, Jr., once said, ""Life's most persistent and urgent question is what are you doing for others?""

When I was 22 years old, I founded the Eric Trump Foundation, to benefit St. Jude's Children's Research Hospital, an incredible, incredible organization.

I run my foundation based on the principles my father taught me: honesty, integrity, and values.

I expect other charities to be run by the same moral code, not serve as conduit for personal enrichment, not become a beacon of corruption and scandal.

To whom much is given, much will be required. This is the very belief that compelled my father to make this great sacrifice, to run for the most powerful yet unforgiving office in the world. There is no greater calling, there is no more selfless an act.

To the unemployed voter sitting at home watching me right now, wondering how you're going to make your next mortgage payment, or rent payment, my father is running for you.

To the veteran tuning into this speech from his or her hospital, who has been ignored and disrespected by an ungrateful system for far too long, my father is running for you.

To the schoolteacher forced to walk through metal detectors each and every day into an underfunded school, my father is running for you.

To the laborer who is watching me right now, forced out of job by undocumented workers, illegal immigrants, my father is running for you.

To the oil and gas industry worked denied a job because of radical regulations from a radical EPA, my father is running for you.

To single mothers, to families with special needs children, to middle class families who can no longer afford medical benefits sufficient to cover their everyday needs, my father is running for you.

This November, I ask you to be true to yourself and vote for the candidate who you know is running for the right reasons.

Vote for the candidate who has never been a politician.

Vote for the candidate who has never received a paycheck from our government.

Vote for the candidate who can't be bought, sold, purchased, bribed, coerced, intimidated, or steered from the path that is right and just and true.

And quite frankly, friends, vote for the one candidate who does not need this job.

Never have I been more proud to be a Trump. Never have I been more proud to be my father's son.

I'm incredibly honored to be part of this journey on which he's invited me, Don, Ivanka, Tiffany, Melania, my beautiful wife Lara, our entire family, to play such an integral part.

Dad, you have once again taught us by example, you are my hero, you are my best friend, you are the next president of the United States.

God bless America.",3,,,

Scott Walker,"My fellow Americans, you have a choice. You deserve better. America deserves better. The well-connected in Washington are lining up behind Hillary Clinton, because she is one of them. They want more of the same.

Donald Trump is standing with the American people.

We want a leader who is not afraid to take on the mess in Washington.

We believe that there is a better way forward.

As Republicans, we believe in an America where everyone can get the education and training that they need to succeed in college, career, and life; one where Washington doesn't deepen dependency, but rather helps create genuine opportunity.

Why? Because America deserves better.

We believe in a country where people can achieve, maintain, and enjoy their piece of the American Dream – without the government standing in the way.

Why? Because America deserves better.

We believe in a country where we take the threat of terrorism seriously. We name it for what it is: Radical Islamic Terrorism.

And we do everything in our power to eliminate it - to ensure our safety.

Why? Because America deserves better.

We believe in a country where it is a solemn responsibility to deliver to our troops the support and tools they need to achieve victory and then provide them with the health care and respect they've earned when they return home.

Why? Because America deserves better.

And while we're at it, we believe in a country where those who honorably serve in law enforcement - the people who put their lives on the line for us - are not just respected – they are revered.

Why? Because America deserves better.

We believe in a country where power is taken back from Washington and returned home to state and local governments - where it is more effective, more efficient and more accountable to the people.

Why? Because America deserves better.

We believe in a country where freedom and personal success do not come from the clumsy hand of government, but rather the dignity that comes from hard work.

Why? Because America deserves better.

The simple truth is: liberal Washington insiders created these problems. And Hillary Clinton is the ultimate liberal Washington insider. If she were any more on the ''inside,'' she'd be in prison.

America deserves better than Hillary Clinton.

That is why we need to support Donald Trump and Mike Pence for President and Vice President.

Last August, I said that any of the Republicans running would be better than Hillary Clinton. I meant it then, and I mean it now. So let me be clear: a vote for anyone other than Donald Trump in November is a vote for Hillary Clinton.

Make no mistake: we can't wait four more years and ''get them next time.'' The consequences are too great. After hearing the FBI Director's recent comments, I wouldn't even give Hillary Clinton the password to my iPhone - let alone access to classified information. This isn't just another Clinton scandal, Hillary's scandal put our national security at risk and that makes her unfit to be President.

It's time to tell Hillary: enough is enough. No more double standards for the Clintons.

Why? Because America deserves better.

Thankfully, Republicans are offering a better way forward.

It's working right here in Ohio and in Florida, New Mexico, North Carolina and South Carolina. And even in Massachusetts and Maryland.

Republican leadership works. I see it first hand as it's working in Wisconsin.

In 2010, we were tired of high unemployment, budget deficits, stifling taxes, and rising college tuition.

Most of all, we were tired of the big government union bosses running our state and local governments. We had enough. So we did something about it. We took back power from the big government special interests and returned it firmly into the hands of the hard-working taxpayers. In turn, the big government special interests - and their cronies in Washington - helped organize more than 100,000 protestors who occupied our state Capitol. They tried to intimidate us with threats and mobs, but we didn't back down. And we won.

Then, they spent tens of millions of dollars to try and defeat us in a recall election, but we didn't back down. And we won.

Three times they came at us. Three times we won.

We won because our common sense reforms worked. Today, more people are employed in Wisconsin than ever before, our budget is balanced and responsible, taxes are down for working families and seniors; and college tuition is frozen for four years in a row.

If conservative reforms can work in a blue state like mine, they can work anywhere in the country. You see, it wasn't too late for Wisconsin and it's not too late for America. If you've had enough of Washington's brokenness, wastefulness, empty promises and arrogance, join us. Help us elect Republicans to office - from the courthouse to the statehouse to the White House.

You have a choice. You decide. You deserve better. Because America deserves better.",3,,,

Ted Cruz,"Heidi and I are honored to join you here in Cleveland, where Lebron James just led an incredible comeback victory. I'm convinced America is going to come back too.

I congratulate Donald Trump on winning the nomination last night.

Conventions are times of excitement. But given the events of the last few weeks, I hope you'll allow me a moment to talk to you about what's really at stake.

Just two weeks ago, a nine-year-old girl named Caroline was having a carefree Texas summer – swimming in the pool, playing with friends, doing all the things a happy child might do.

Like most children, she took for granted the love she received from her mom, Heidi, and her dad, a police sergeant named Michael Smith. That is, until he became one of the five police officers gunned down in Dallas.

The day her father was murdered, Caroline gave him a hug and kiss as he left for work. But as they parted, her dad asked her something he hadn't asked before:

''What if this is the last time you ever kiss or hug me?''

Later, as she thought of her fallen father, and that last heartbreaking hug, Caroline broke down in tears. How could anything ever be OK again?

Michael Smith was a former Army ranger who spent three decades with the Dallas Police Department. I have no idea who he voted for in the last election, or what he thought about this one. But his life was a testament to devotion. He protected the very protestors who mocked him because he loved his country and his fellow man. His work gave new meaning to that line from literature, ''To die of love is to live by it.''

As I thought about what I wanted to say tonight, Michael Smith's story weighed on my heart. Maybe that's because his daughter, Caroline, is about the same age as my eldest daughter and happens to share the same name. Maybe it's because I saw a video of that dear, sweet child choking back sobs as she remembered her daddy's last question to her. Maybe it's because we live in a world where so many others have had their lives destroyed by evil, in places like Orlando and Paris and Nice and Baton Rouge. Maybe it is because of the simple question itself:

What if this, right now, is our last time? Our last moment to do something for our families and our country?

Did we live up to our values? Did we do all we could?

That's really what elections should be about. That's why you and millions like you devoted so much time and sacrifice to this campaign.

We're fighting, not for one particular candidate or one campaign, but because

each of us wants to be able to tell our kids and grandkids, our own Carolines, that we did our best for their future, and for our country.

America is more than just a land mass between two oceans. America is an idea, a simple yet powerful idea: freedom matters.

For much of human history, government power has been the unavoidable constant in life – government decrees, and the people obey.

Not here. We have no king or queen. No dictator. We the People constrain government.

Our nation is exceptional because it was built on the five most powerful words in the English language: I want to be free.

Never has that message been more needed than today.

We stand here tonight a nation divided. Partisan rancor, anger, even hatred are tearing America apart.

And citizens are furious-rightly furious-at a political establishment that cynically breaks its promises and ignores the will of the people.

We have to do better. We owe our fallen heroes more than that.

Of course, Obama and Clinton will tell you that they also care about our children's future. And I want to believe them. But there is a profound difference in our two parties' visions for the future.

Theirs is the party that thinks ISIS is a ''JV team,'' that responds to the death of Americans at Benghazi by asking, ''What difference does it make?'' That thinks

it's possible to make a deal with Iran, which celebrates as holidays ''Death to America Day'' and ''Death to Israel Day.''

My friends, this is madness.

President Obama is a man who does everything backwards – he wants to close Guantanamo Bay and open up our borders, he exports jobs and imports terrorists.

Enough is enough.

There is a better vision for our future: A return to freedom.

On education, your freedom to choose your child's education, even if you aren't as rich as Hillary Clinton or Barack Obama.

On healthcare, your freedom to choose your own doctor, without Obamacare.

On taxes, your freedom to provide for your family without the IRS beating down your door.

The Internet? Keep it free from taxes, free from regulation. And don't give it away to Russia and China.

Freedom means free speech, not politically correct safe spaces.

Freedom means religious freedom, whether you are Christian or Jew, Muslim or atheist. Gay or straight, the Bill of Rights protects the rights of all of us to live according to our conscience.

Freedom means the right to keep and bear arms, and protect your family.

Freedom means Supreme Court Justices who don't dictate policy, but instead follow the Constitution.

And freedom means recognizing that our Constitution allows states to choose policies that reflect local values. Colorado may decide something different than Texas. New York different than Iowa. Diversity. That's the way it's supposed to be. If not, what's the point of having states to begin with?

Hillary Clinton believes government should make virtually every choice in your life. Education, healthcare, marriage, speech – all dictated out of Washington.

But something powerful is happening. We've seen it in both parties. We've seen it in the United Kingdom's unprecedented Brexit vote to leave the European Union.

Voters are overwhelmingly rejecting big government. That's a profound victory.

People are fed up with politicians who don't listen to them, fed up with a corrupt system that benefits the elites, instead of working men and women.

We deserve an immigration system that puts America first. And yes, builds a wall to keep us safe.

That stops admitting ISIS terrorists as refugees.

We deserve trade policies that put the interests of American farmers and manufacturing jobs over the global interests funding the lobbyists.

And if we choose freedom, our future will be brighter.

Freedom will bring back jobs, raise wages.

Freedom will lift people out of dependency, to the dignity of work.

We can do this. 47 years ago today, America put a man on the moon. That's the power of freedom.

Our party was founded to defeat slavery. Abraham Lincoln, the first Republican president, signed the Emancipation Proclamation.

We passed the Civil Rights Act, and fought to eliminate Jim Crow laws.

Those were fights for freedom, and so is this.

Sergeant Michael Smith stood up to protect our freedom.

So do our soldiers, sailors, airmen, and Marines fighting radical Islamic terrorism.

So did the family of Alton Sterling, who bravely called to end the violence.

So did the families of those murdered at the Charleston Emanuel AME church, who forgave that hateful, bigoted murderer.

And so can we.

We deserve leaders who stand for principle. Unite us all behind shared values. Cast aside anger for love. That is the standard we should expect, from everybody.

And to those listening, please, don't stay home in November. Stand, and speak, and vote your conscience, vote for candidates up and down the ticket who you trust to defend our freedom and to be faithful to the Constitution.

It's love of freedom that has allowed millions to achieve their dreams. Like my Mom, the first in her family to go to college, and my Dad, who fled prison and torture in Cuba, coming to Texas with just $100 sewn into his underwear.

And it is love that I hope will bring comfort to a grieving 9-year-old girl in Dallas – and, God willing, propel her to move forward, and dream, and soar and make her daddy proud.

We must make the most of our moment – to fight for freedom, to protect our God-given rights, even of those with whom we don't agree, so that when we are old and gray, and our work is done, and we give those we love one final kiss goodbye, we will be able to say, ''Freedom matters, and I was part of something beautiful.''

Thank you. And may God bless the United States of America.",3,,,

Newt Gingrich,"Thank you for that very generous welcome. And thank you, Callista. You know, she makes documentary films, writes best-selling children's series on American history, sings in the basilica choir, plays the French horn in the Fairfax Band. I am amazed at her achievements.

I'm also proud to be here as a Republican activist to the extra effort Donald Trump has invested in bringing the Republican Party together.

With no requirement for endorsement, he encourages competitors to speak once again. Governor Rick Perry, Governor Scott Walker, Dr. Ben Carson, Senator Marco Rubio, and Senator Ted Cruz have all responded to Donald Trump's generosity.

Now I think you misunderstood one paragraph that Ted Cruz, who is a superb orator, said, and I just want to point it out to you, Ted Cruz said you can vote your conscience for anyone who will uphold the Constitution. In this election, there is only one candidate who will uphold the Constitution.

So to paraphrase Ted Cruz, if you want to protect the Constitution of United States, the only possible candidate this fall is the Trump-Pence Republican ticket.

That way we have a Republican ticket to implement Republican principles in Washington.
Now what I want to focus on is a subject that has dominated by thinking for decades, how do we keep America safe? Keeping America safe is the first responsibility of the American president. There have been many fascinating things to watch about the extraordinary historic rise of Donald Trump, but the most significant has been Donald Trump's courage to tell some important truths about our national security.
For example, we are at war. We are at war with radical Islamists. They are determined to kill us. They are stronger than we admit. And there is no substitute for victory.
In contrast to Donald Trump, our national security and foreign policy elites, led by Hillary Clinton, are incapable of speaking with such honesty while they lie about the threat. We need to tell the truth about the danger.
If our enemies had their way, not a single woman in this room could define her future. If our enemies had their way, gays, lesbians, and transgender citizens would be put to death as they are today and the Islamic State and Iran.
If our enemies had their way, every person on earth would be subject to conversion by the sword and to a cruel and violent system of law. There would be no individual liberty. There would be no equality. There would be no freedom. If you doubt we are at war, if you doubt that the threat is as real as I say, let me refresh your memory.
On Monday, an Afghan refugee in Germany used an ax and knives to slash and wound train passengers while shouting Allahu akbar. Last week, ISIS claimed responsibly after a Tunisian man drove a cargo truck into a crowd in Nice, France. He murdered 84 people including 10 children, three Americans, and injured over 300 others. Two weeks ago, almost 300 people were killed and more than 200 were wounded in bombing attacks in Baghdad.
Two days before that, radical Islamists in Bangladesh killed 20 hostages, including three American college students. A few days before that, at the Istanbul airport in Turkey, ISIS attackers armed with guns and bombs killed 44 people and injured hundreds more.
Last month, a radical Islamist in Paris stalked a French police officer to his home where he murdered the officer, tortured his wife to death in front of the 3-old-son, while streaming it all on social media. He was pondering out loud whether to kill the 3-year-old when he was killed by police.
Two days before that, an attacker pledging of allegiance to ISIS killed 49 people in an Orlando nightclub, and wounded dozens more.
All of this in just the past 37 days. We cannot let ourselves grow numb to these accumulating atrocities. One analysis estimated that since January, 2015, some 30,000 people have been killed at the hands of terrorists. Let's be clear, Donald Trump is right. We are at war with radical Islamists. We are losing the war. And we must change course to win the war.

Let me be very clear, because I know the news media will do their best to distort this, we have nothing to fear from the vast majority of Muslims in the United States or around the world, the vast majority are peaceful. They are often the victims themselves. They are people we would be happy to have as our friends and neighbors.
The challenge, the challenge is when even a small percentage of a 1.6 billion people support violence against those who disagree with them, that is still a giant recruiting base. For example, Pew Research finds that only 9 percent of Muslims in Pakistan view ISIS favorably.
Unfortunately, 9 percent is 16 million people, and that is just one country. So the truth is although we are losing the war with radical Islamists, we have been very lucky.
The danger we face is much worse than the horrors that happened in Germany on New Year's Eve when 1,200 women were assaulted. It is worse than what is happening in France where there are stabbings of Jews in the streets and the nation's security chief warned recently that Europe is ''on the brink of civil war.''
It is worse than what is happening in Israel where average citizens fear for their lives whenever they leave their homes. The danger is even worse than September 11th when 19 hijackers murdered almost 3,000 Americans. The worst-case scenario is losing an American city to terrorists armed with weapons of mass destruction.
Instead of losing 3,000 people in one morning, we could lose more than 300,000. Instead of losing two great buildings, we could lose block after block after block after block to a nuclear event.
That is not just my view, back in January of 2001, the Hart- Rudman Commission warned the terrorists quote ''will acquire weapons of mass destruction and some will use them. Americans will likely die on American soil, possibly in large numbers.''
Fifteen years later, the dangers are even greater in a world where Pakistan has nuclear weapons, where North Korea has been weapons, and where Iran, the world's state sponsor of terrorism, is close to having nuclear weapons, this, a catastrophic attack on innocent Americans is a very real threat.
Which brings us to the heart of the matter, we are sleepwalking through history as though this is all about politics. It is not.
It is about our safety and our survival as a country. We cannot keep in place the people and the systems that have brought us to this point and then lie to us every single day about the threat. That is why every American should be terrified at the prospect of a Hillary Clinton presidency. Hillary Clinton has been right at the center of this dishonesty.
We know this administration and its allies lied to us about the Iran nuclear deal. We know it because they openly bragged about it to The New York Times. We know that Hillary Clinton lied to us knowingly about the terror attack on our Benghazi consulate. We know that Hillary Clinton and President Obama lie to the American people when they say they can safely screen the Syrian refugees. They cannot.
And yet, Hillary wants to increase the number by 500 percent. So when you hear about Hillary's dishonesty, of the emails, or taking millions from the Saudis or other Middle Eastern dictatorships, remember, this is not about politics. The cost of Hillary's dishonesty could be the loss of America as we know it.

The first step forward to safety is electing a leader who will be truthful with the American people about the realities we face. Only then will we understand, support, and demand the strategies require to confront this threat.
And because safety and security are the preconditions for our freedom and prosperity, it is also the first step towards rebuilding the America we love.
Donald Trump understands this. And that is why he will rebuild our military because he knows that a strong military is the best way to secure peace.
Donald Trump will secure our borders because there is no such thing as a nation without a border. Donald Trump will enforce our immigration laws, he will end the policy of deliberate non- enforcement, and will end the abuse of our visa programs to protect American workers and their wages. Donald Trump will take care of our veterans by holding bureaucrats at the Veterans Administration accountable.
He will fire those responsible for the waiting lists and will give veterans more choices about their care. With Donald Trump's leadership, no bureaucrat will get between a veteran and their doctor.
Donald Trump will get America building again. He will blow apart the ridiculous regulations and requirements that drive up infrastructure cost and drag out the time-line to get anything built.
The Trump infrastructure program will make us once again the most competitive economy in the world. Donald Trump will rebuild our education system and give every parent of every income and every ethnic background a choice about where their children goes to school. Donald Trump will help us rebuild and strengthen our communities.
Here again, the first step is safety. The basis for strong families and good jobs and vibrant neighborhoods, that means restoring law and order. Donald Trump will show zero tolerance for people calling to the death of police officers.
Think about this, if anyone publicly threatens the life of the president of the United States, the Secret Service is on the them an instant. Our law enforcement officers deserve the same respect as the president of the United States.
Of course if individual officers are found to have violated someone's rights, they must be held accountable under the law. America is based on the rule of law. We are one nation under God, indivisible, with liberty and justice for all.
That it what has allowed us to absorb more people from more backgrounds than any nation in history. Nobody is above the law and nobody is too small to deserve its protection. Donald Trump won our party's nomination because he is willing to tell the truth about the things that matter.
He has a great running mate in Mike Pence. They will put our safety first and they will defend America first.
We can be proud to stand with them.
So tonight, the challenge for everyone in this hall and everyone Republican, Democrat, or independent who is watching at home, and knows we cannot continue on our current course, is to rise above our factions, and rise above the politics we have inherited, to ignore the lies of the news media and the old order, to reject the suicidal dishonesty of Hillary Clinton and her establishment allies, and to stand with Donald Trump and Mike Pence for what we know is true.
We can make America safe again. We can make America work again. We can make America first again. And together, we can make America great again for all Americans. Thank you and God bless the United States of America.",3,,,

Mike Pence,"Mr. Chairman, delegates, friends and my fellow Americans: Thank you from the bottom of my heart. I am deeply humbled by your confidence and on behalf of my family, here and gone, I accept your nomination to run and serve as Vice President of the United States of America.
And let me thank Speaker Paul Ryan for that gracious welcome. Paul, you're a true friend and a great American leader. Paul knows it well, and he knows the introduction I prefer is just a little bit shorter: I'm a Christian, a conservative, and a Republican — in that order.
You know, I'm new to this campaign. And honestly, I never thought I'd be standing here. I thought I'd be spending this evening with all my friends in the great state of Indiana. Yet there I was, a few days ago in New York City, with a man who won 37 states; who faced 16 talented opponents and outlasted every one of them; and along the way, brought millions of new voters into the Republican Party.
He is a man known for having a large personality, a colorful style, and lots of charisma. I think he was just looking for some balance on the ticket.
For those of you who don't know me — which is most of you — I grew up on the front row of the American dream. My grandfather immigrated to this country. I was raised in a small town in southern Indiana, in a big family with a cornfield in the backyard. Although we weren't really a political family, the heroes of my youth were President John F. Kennedy and the Reverend Dr. Martin Luther King Jr.
When I was young, I watched my mom and dad build everything that matters. A family, a business, a good name. I was raised to believe in hard work, in faith, and family. My dad was a combat veteran in Korea. My dad ran gas stations in our small town and was a great father. If dad were here with us today, I have a feeling he would enjoy this moment, and would probably be pretty surprised.
But it is such a joy for me to tell you that my mother is here. Would you join me in welcoming the light of my life, my mom, Nancy?
You know, growing up, I actually started in politics in the other party, until I heard the voice and the ideals of the 40th president, and I signed onto the Reagan Revolution. But the best thing that ever happened to me, even counting tonight, is that 31 years ago, I married the girl of my dreams — a schoolteacher and artist. She is everything to me. Would you welcome my wonderful wife, Karen Pence?
And regardless of any title I will ever hold, the most important job I will ever have is spelled D-A-D. Karen and I are blessed. We are blessed to be the parents of the three greatest kids in the world: A writer named Charlie, a college student named Audrey, and a Second Lieutenant in the United States Marine Corps, Michael J Pence. I'm so proud of you guys.
If you know anything about Hoosiers, you know we like to suit up and compete. We play to win. That is why I joined this campaign in a heartbeat. You have nominated a man for president who never quits, who never backs down — a fighter, and a winner. Until now, he has had to do it all by himself, against all odds. But this week, with this united party, come November 8, I know we will elect Donald Trump to be the 45th President of the United States of America.
We will win because we are running on the issues facing this country, and because we are leveling with the American people about the stakes and the choice. The American people are tired of being told. They're tired of being told that this is as good as it gets. Tired of hearing politicians in both parties tell us that we will get to that tomorrow while we pile a mountain range of debt on our children and grandchildren. As Ronald Reagan used to say, we're tired of being told that a little intellectual elite in a far distant capital can plan our lives better for us than we can plan them for ourselves.
In the end, this election comes down to just two names on the ballot; So let's resolve here and now that Hillary Clinton will never become President of the United States of America. Hillary Clinton essentially offers a third Obama term. The role is perfect for her. She championed Obamacare because years earlier she had all but invented it. The national debt has nearly doubled in these eight years, and her only answer is to keep borrowing and spending. Like the president, she thinks that the path to a growing economy is more taxes and more regulation and more government.
They tell us this economy is the best that we can do. It's nowhere near the best that we can do. It's just the best that they can do. Let me tell you, I know firsthand, it dow not have to be like this. In my home state of Indiana, we prove every day that you can build a growing economy on balanced budgets, low taxes, even while making record investments in education and roads and healthcare.
You know, Indiana is a state that works because conservative principles work every time you put them into practice. The nation suffers under the weight of $19 trillion in national debt, we in Indiana have a $2 billion surplus. The highest credit rating in the nation, even though we've cut taxes every year since I became governor four years ago. We have fewer state employees than when I took office, and businesses large and small have created nearly 150,000 new jobs. That is what you can do with commonsense Republican leadership, and that is exactly what the no-nonsense leadership of Donald Trump will bring to the White House.
Donald Trump gets it. He's the genuine article. He is a doer in a game usually reserved for talkers. When Donald Trump does his talking, he doesn't tiptoe around the thousand new rules of political correctness. He is his own man. Distinctly American. And where else would an independent spirit like that find a following than in the land of the free and the home of the brave?
The funny thing is, the party in power seems helpless to figure out the nominee. The media has the same problem. They all keep telling each other that the usual methods will work against him. They keep thinking that they've done him in, only to wake up the next morning and find that Donald Trump is still standing and stronger than ever before.
The man just doesn't quit. He is tough. He perseveres. He has gone about as far as you can go in business, but he has never turned his back on the working men and women who serve and protect us at home and abroad. It has been a heartbreaking time for the women and men in our law enforcement community. In this time of great testing for them, let's let them know here and now, all across this country, we will always stand with those who stand on the thin blue line of law enforcement in America.
Now, while Donald Trump was taking my measure as a possible running mate, I did some observing myself. I have seen the way he deals with people who work for him at every level. I've seen the way they feel about working for him. I grant you, he can be a little rough with politicians on stage, and I bet we see that again.
But I have seen this good man up close. His utter lack of pretense, his respect for the people who work for him, and his devotion to his family. If you still doubt what I'm saying, as we say back home, you can't fake good kids. How about his amazing children? Aren't they something? These are the true measures of our nominee. Chosen by the voters as the right man for these times. This is the outsider, my running mate — turned a longshot campaign into a movement.
Over in the other party, the idea was to present the exact opposite of a political outsider. The exact opposite of a calculating truth-teller. On that score, you have to hand it to the Democratic establishment — they outdid themselves this time.
At the very moment when America is crying out for something new and different, the other party has answered with a stale agenda and the most predictable of names. People in both parties are restless for change, ready to break free from old patterns in Washington, and Democrats are about to anoint someone who represents everything this country is tired of. You know, Hillary Clinton wants a better title. And I would too if I was already America's secretary of the status quo.
The choice could not be more clear: Americans can elect someone who literally personifies the field establishment in Washington D.C., or we can choose a leader who will fight every day to make America great again. It is change versus status quo, and my fellow Republicans when Donald Trump becomes President of the United States, the change will be huge.
For years we have had fundamental problems in America that get talked to death in Washington D.C., but they never get solved. They even get worse.
We've seen entire stretches of our country the written off by bad economic policies in ways that are deeply unfair. We see relentless mandates from the executive branch. It seems like no aspect of our lives is too small for the present administration to supervise, and no provision of the Constitution is too large for them to ignore.
Meanwhile, we have seen borders that go unrespected, A military that has been diminished, promise after ringing promise to our veterans promptly forgotten. Then Donald Trump came along and started saying what practically everybody was thinking anyway, that our leaders need to be stronger.
Under Donald Trump, our deals will be stronger. Under Donald Trump, our deals will be smarter, our soldiers will have what they need, and our veterans will have what they earned.
The good news is that it will not be nearly enough. Not against a candidate who captures the attention of the country the way Donald Trump has. Issue by issue, he and I will take our case to the voters. Pointing out the failures of the Obama/Clinton agenda and showing a better way, we will win the hearts and minds of the American people with an agenda for a stronger and more prosperous America.
Now, Washington D.C. thinks it's only a narrow range of voters who will give Donald Trump a serious look, but I can tell you firsthand, there are a lot of Americans who feel like Democratic politicians taking them for granted. It is union members who don't want a president who promises to put a lot of coal miners and coal companies out of business. Those miners want an American energy policy, and they know that Donald Trump digs coal.
It is African-Americans who remember generations of hollow promises about safe streets and better schools, and they know Donald Trump will fight for equal opportunity, and he loves educational choice. It is Hispanic Americans who respect the law, who want jobs and opportunities for their families, who know that Donald Trump will uphold the law and get this economy moving for every American.
You know, the party of Lincoln was founded on equality and opportunity. During these difficult days, it will be our party in our agenda opens the doors for every American to succeed and prosper in this land. In so many ways, the Democratic Party has abandoned those they used to protect. Maybe they've become too entrenched in power. So comfortable at times that they lose patience with the normal legislative process. It's so much simpler to impose their values by executive order or court action, and make no mistake about it: Hillary Clinton has big ideas along those lines.
As this election approaches, every American should know that while we are filling the presidency for the next four years, this election will define the Supreme Court for the next 40. We all had better think very, very carefully about what this means for our Constitution and limited government. Elect Hillary Clinton, and you better get used to being subject to unelected judges, using unaccountable power to take unconstitutional actions.
For the sake of the rule of law, for the sake of the sanctity of life, for the sake of our Second Amendment, and for the sake of all our other God-given liberties, we must ensure that the next president appointing justices to the Supreme Court is Donald Trump.
And Hillary Clinton's record on foreign affairs is even worse. It was Hillary Clinton who helped undo all the games of the troops urge. A staggering failure of judgment that set ice is loose. It was Hillary Clinton who instigated the president's disastrous agreement with the radical people of their own. It was Hillary Clinton who left Americans in harm's way in Benghazi. Then she said, ""What difference at this point does it make?""
As the proud father of a United States Marine, let me say from my heart: Anyone who said that, anyone who did that should be disqualified from ever serving as Commander in Chief of the Armed Forces of the United States of America.
Seven and a half years of Barack Obama and Hillary Clinton's policies have weakened Americas place in the world. Terrorist attacks at home and abroad, grim and heartbreaking scenes from France just a few weeks ago, and the attempted coup in Turkey all attest to a world spinning apart. History teaches that weakness arouses evil. Hillary Clinton and Barack Obama's foreign-policy of leading from behind, moving red lines, feigning resets with Russia, and the rise, rule, and reign of ISIS are a testament to the truth of history.
We cannot have four more years apologizing to our enemies and abandoning our friends. America needs to be strong for the world to be safe, and on the world stage, Donald Trump will lead from strength.
Donald Trump will rebuild our military and stand with our allies. Donald Trump will confront radical Islamic terrorism at its source and destroy the enemy of our freedom. If the world does nothing else, it will notice: America stands with Israel.
If you looked at the calendar this morning, you may have noticed, the presidency of Barack Obama ends exactly six months from today. This much is certain of the Obama years: They are not ending well. There seem to be so many things that divide us, so few great purposes that unite us as they once did. It is at moments like this, moments when politics fail, but I believe we do well to remember what unites us far exceeds anything that sets us apart in America. That we are, as we have always been, one nation under God, indivisible, with liberty and justice for all.
Should I have the awesome privilege to serve as your vice president, I promise to keep faith with that conviction, to pray daily for a wise and discerning heart, for who is able to govern this great people without it?
My fellow Americans, I believe we have come to another rendezvous with destiny and I have faith, faith in the boundless capacities of the American people, and faith that God can still heal our land.
But we have a choice to make. This is another time for choosing. If you want a president who will protect this nation, confront radical Islamic terrorism, and rid the world of ISIS; if you want a president who will restore law and order to this country and give law enforcement the support and resources they deserve; if you want a president who will cut taxes grow our economy and squeeze every nickel out of the federal bureaucracy; if you want a president who will build strong borders and enforce our laws, and if you want to president who will upend the status quo in Washington D.C. and appoint justices to the Supreme Court who will uphold the Constitution; we have one choice – and that man is ready. This team is ready. Our party is ready. And when we elect Donald Trump the 45th President of the United States, together we will make America great again.
Thank you, and God bless you, and God bless the United States of America.",3,,,

Mark Burns,"Hello, Republicans! I'm Pastor Mark Burns from the great state of South Carolina! I'm gonna pray and I'm gonna give the benediction. And you know why? Because we are electing a man in Donald Trump who believes in the name of Jesus Christ. And Republicans, we got to be united, because our enemy is not other Republicans - but is Hillary Clinton and the Democratic Party. 
Let's pray together. Father God, in the name of Jesus, Lord, we're so thankful far the life of Donald Trump. We're thankful that you are guiding him, that you are giving him the words to unite this party, this country, that we together can defeat the liberal Democratic Party, to keep us divided and not united. Because we are the United States of America, and we are the conservative party under God. 
To defeat every attack that comes against us, protect the life of Donald Trump. Give him the words, give him the peace, give him the power and authority to be the next president ofthe United States of America. In Jesus' name - if you believe it, shout, Amen!",4,,,

Joe Arpaio,"Thank you, thank you, thank you, thank you. 
You know, I have spent 55 years in law enforcement. 55 years. Have always regarded my work, mission is critical. But my most important mission has just begun -- to help elect Donald Trump, president of the United States. 
The stakes are high. We need a strong leader who will stand up for America and put the interest of her citizens first. 
Unfortunately we are losing the battle. 
We are the only country in the world whose immigration systems puts the needs of other nations ahead of ours. 
We are more concerned with the rights of illegal aliens and criminals than we are with protecting our own country. 
That must change. 
We need a leader who will protect our border and enforce our laws. Because a nation without borders and a nation without laws is no nation at all.
And now, more than ever, we must respect and have respect for the police. We must give them the tools and the support they need to do their jobs. 
The highest levels of government must have our backs as they risk their lives every single day to perform their jobs and to protect our citizens. 
